EmployeeID,BenefitID,SatisfactionScore,Comments,neg,neu,pos,compound,Sentiment
4,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
768,11,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
4296,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
2824,25,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
2434,28,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
2745,5,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
1925,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
4995,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
2872,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
112,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
285,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
3292,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
993,19,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
3313,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
1900,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
3624,16,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
2190,4,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3820,16,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
4663,1,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4575,23,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
3278,20,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
219,20,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
194,18,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
929,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
3928,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4082,21,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
2534,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
3814,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
569,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4718,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
2025,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
1851,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4404,21,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
1096,18,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
4503,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
291,15,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
1748,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1396,2,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
616,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
2735,12,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
3706,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
4548,27,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2553,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
1568,15,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
836,9,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
886,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2154,10,2,Limited availability.,0.655,0.345,0.0,-0.2263,negative
3359,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
1376,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
2543,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2363,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3473,26,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4513,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2283,15,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
2646,7,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1797,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
120,13,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
687,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
889,13,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
3560,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
150,8,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4898,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
1002,30,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
528,8,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1358,7,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
2233,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
1734,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1217,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
3866,21,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
940,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
3257,13,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
2002,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4899,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
192,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
2116,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3208,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
4841,12,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
3335,15,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
1365,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
3931,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2713,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4466,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1686,13,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
3810,27,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3488,12,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
3782,13,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
3577,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
1075,30,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
2664,1,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2962,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
1913,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
1985,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
4227,21,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4535,23,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
1165,20,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
3519,5,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
798,14,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
602,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
4678,29,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
3049,14,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
458,1,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4932,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
1161,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2340,11,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
431,18,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1531,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
4379,17,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1472,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1435,19,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
386,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2204,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2373,6,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1636,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1717,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
4721,29,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
1682,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
3133,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
785,29,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
3831,16,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
4335,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2162,29,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
4201,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1443,29,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
708,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1754,15,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
3681,12,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
1576,27,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2115,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
2089,7,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
3920,24,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
4190,29,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
789,7,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1265,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
4367,6,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
611,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
2328,21,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
727,18,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2217,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
2720,1,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
460,2,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3312,22,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
4299,16,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1135,24,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
3798,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1602,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3831,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
3453,5,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
2407,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
63,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
3043,16,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
1445,16,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3321,10,5,Very convenient and cost-effective.,0.0,1.0,0.0,0.0,neutral
4217,11,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
3050,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1378,4,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3276,26,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
4163,22,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
1076,9,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
4590,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
1356,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
3138,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
77,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3003,19,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
3129,10,4,Good quality care available.,0.0,0.247,0.753,0.7269,positive
2067,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
3388,20,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
243,10,3,Helps a bit with childcare costs.,0.0,0.606,0.394,0.3818,positive
3225,8,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
3954,9,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
3218,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1442,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
2764,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4245,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
543,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
2424,14,1,Membership is not very useful.,0.396,0.604,0.0,-0.3865,negative
2605,4,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
373,23,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2263,14,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
439,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
1384,18,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1295,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
2161,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
4438,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
461,21,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
3021,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
467,9,5,Perfect for my work-life balance.,0.0,0.519,0.481,0.5719,positive
459,5,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
925,7,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1597,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
3230,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
655,11,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
3761,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1716,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4650,21,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
3550,19,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
3378,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
4563,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1898,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
4483,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
4411,12,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
1703,3,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
2029,7,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
1437,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
3860,4,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
782,15,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
893,24,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
206,14,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
2684,29,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
241,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
4461,14,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
619,22,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2134,3,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
3099,16,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
4274,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
3469,27,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3299,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
3474,10,2,Limited availability.,0.655,0.345,0.0,-0.2263,negative
395,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
421,17,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
736,29,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
53,28,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
2050,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4528,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
2098,4,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
2417,26,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
653,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
2104,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
1297,5,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
538,7,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
1135,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
3190,28,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2122,2,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
65,16,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
2168,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1538,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
4268,28,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
4338,14,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
2722,25,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
4520,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
3321,20,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
2377,27,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
126,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
783,9,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
1946,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
2816,18,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
3876,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
4443,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
4751,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
132,1,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
2253,2,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
1049,12,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
4229,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4944,28,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
4007,15,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
3124,16,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
3683,27,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
1433,24,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
2512,3,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
1542,7,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
1632,27,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2126,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
1976,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4274,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
4547,12,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
2186,21,1,Disappointing service.,0.762,0.238,0.0,-0.4939,negative
2542,12,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
3808,8,1,Barely any time off given.,0.0,1.0,0.0,0.0,neutral
3914,16,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
1611,12,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
3424,26,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
3584,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
4483,23,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
2903,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2283,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
4329,27,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
3731,3,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1883,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
3187,1,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
3855,23,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
3732,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2056,23,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
1172,6,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2735,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
1434,16,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
2482,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
3359,21,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
2077,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4913,28,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
4958,22,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
4745,30,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
4755,5,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
4853,24,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
2315,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
3684,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
1869,20,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
930,30,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
1826,17,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
397,27,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
597,25,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
879,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
2085,2,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
1705,15,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
3565,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
828,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
219,11,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
1834,11,3,"Satisfactory, but could improve.",0.0,0.263,0.737,0.6808,positive
1576,18,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4512,14,2,Not many locations available.,0.0,1.0,0.0,0.0,neutral
664,22,5,Excellent coverage and affordable.,0.0,0.448,0.552,0.5719,positive
2088,11,2,Not happy with the coverage options.,0.375,0.625,0.0,-0.4585,negative
654,20,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
1098,1,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1345,26,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
2904,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
4705,18,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2603,4,5,Top-notch retirement plan.,0.0,1.0,0.0,0.0,neutral
2804,8,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
2111,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
2156,19,5,Fantastic benefit! I use it daily.,0.0,0.303,0.697,0.784,positive
2627,21,5,Great peace of mind for my family.,0.0,0.397,0.603,0.8225,positive
2751,28,4,"Solid plan, happy with it.",0.0,0.361,0.639,0.6486,positive
4645,30,3,Helps but limited in scope.,0.329,0.42,0.252,-0.1406,neutral
1960,23,3,"Average, but necessary.",0.0,1.0,0.0,0.0,neutral
524,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
4801,9,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
3050,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
706,12,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
3478,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4227,7,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
2533,30,4,Great for further studies.,0.0,0.423,0.577,0.6249,positive
456,11,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
4005,14,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
2152,5,2,Not much flexibility offered.,0.404,0.596,0.0,-0.2584,negative
569,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
1056,8,3,Average amount of vacation days.,0.0,1.0,0.0,0.0,neutral
14,4,1,Unhappy with this benefit.,0.359,0.256,0.385,0.0516,neutral
273,23,2,Coverage is minimal.,0.0,1.0,0.0,0.0,neutral
493,8,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
621,6,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
2001,15,5,Incredible support for education.,0.0,0.526,0.474,0.4019,positive
534,27,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
1179,8,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
1658,3,5,"Generous vacation days, very happy.",0.0,0.291,0.709,0.807,positive
1666,13,4,"Very flexible, I appreciate it.",0.0,0.279,0.721,0.6335,positive
1011,17,4,Good plan with decent returns.,0.0,0.58,0.42,0.4404,positive
1541,12,2,Complicated reimbursement process.,0.0,1.0,0.0,0.0,neutral
2007,11,1,"Terrible service, would not recommend.",0.635,0.365,0.0,-0.6381,negative
3316,26,3,"It's okay, I use it occasionally.",0.0,0.678,0.322,0.2263,positive
4624,4,3,"Standard, nothing exceptional.",0.0,1.0,0.0,0.0,neutral
4641,2,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
1262,20,1,Not worth the hassle.,0.357,0.643,0.0,-0.1695,neutral
4896,13,3,"Good, but sometimes difficult.",0.451,0.278,0.271,-0.3182,negative
4316,2,4,"Great coverage, but a bit expensive.",0.0,0.611,0.389,0.3716,positive
931,13,1,Inconvenient and inefficient.,0.545,0.455,0.0,-0.34,negative
4788,10,1,Difficult to find suitable care.,0.287,0.345,0.368,0.1779,neutral
2992,29,2,Could use more vacation time.,0.0,1.0,0.0,0.0,neutral
4252,19,4,"Good value, I enjoy the variety.",0.0,0.19,0.81,0.8176,positive
2549,27,2,Returns are not as expected.,0.0,1.0,0.0,0.0,neutral
4649,7,4,Sufficient time off provided.,0.0,1.0,0.0,0.0,neutral
